0 44 1500.918817 1500.459475 0.722199
0 12 1499.837395 1499.361530 0.732819
0 16 1501.210787 1501.890500 0.878969
0 5 1501.258454 1500.223665 1.175315
0 7 1495.618958 1497.046181 1.532169
0 27 1511.729753 1509.916344 1.897111
0 35 1504.065045 1501.424491 2.698722
0 17 1493.066290 1495.958347 2.945262
0 26 1501.261304 1504.342039 3.130735
0 28 1507.539827 1504.272497 3.314517
0 1 1505.100842 1501.521858 3.622113
0 45 1505.726073 1501.122342 4.637339
0 24 1491.563875 1486.539886 5.054804
0 23 1506.905320 1501.747243 5.188096
0 15 1503.750111 1498.092602 5.684891
0 31 1501.015119 1507.377863 6.387103
0 21 1505.645663 1499.192130 6.477551
0 22 1502.807010 1496.318309 6.512589
0 4 1497.884901 1505.071475 7.208150
0 37 1502.237778 1494.157080 8.099892
0 0 1492.617534 1500.783258 8.184719
0 49 1499.038534 1499.595828 8.499729
0 48 1495.688655 1504.170095 8.499729
0 30 1489.718023 1499.570972 9.868697
0 32 1495.368671 1505.273738 9.920732
0 2 1509.837675 1498.966269 10.885681
0 8 1516.402075 1505.438237 10.977993
0 47 1459.415680 1471.852362 12.449162
0 20 1510.418726 1497.479604 12.951118
0 33 1506.916532 1493.261851 13.666049
0 19 1485.914695 1499.661734 13.758330
0 43 1496.437092 1482.321424 14.126665
0 3 1484.890906 1500.525712 15.644735
0 25 1479.170877 1494.953057 15.792016
0 39 1477.814909 1494.240436 16.434978
0 36 1487.349056 1504.588675 17.248624
0 9 1501.319577 1483.199764 18.128381
0 34 1512.479611 1493.644405 18.843449
0 42 1455.014664 1474.269901 19.263300
0 11 1503.798425 1480.632723 23.172404
0 41 1476.607946 1501.218558 24.616921
0 6 1514.321313 1476.302990 38.022407
0 14 1509.958133 1454.802822 55.158126
0 40 1464.940193 1540.551300 75.613161
0 38 1532.987720 1452.039135 80.950503
0 18 1511.020237 1592.737099 81.718762
0 10 1458.934864 1544.977650 86.044591
0 46 1302.308411 1518.197605 215.889913
0 13 2057.032471 1622.389725 434.643103
0 29 629.913757 1941.185211 1311.271572
1 44 1500.918817 1500.459475 0.722199
1 12 1499.837395 1499.361530 0.732819
1 16 1501.210787 1501.890500 0.878969
1 5 1501.258454 1500.223665 1.175315
1 7 1495.618958 1497.046181 1.532169
1 27 1511.729753 1509.916344 1.897111
1 35 1504.065045 1501.424491 2.698722
1 17 1493.066290 1495.958347 2.945262
1 26 1501.261304 1504.342039 3.130735
1 28 1507.539827 1504.272497 3.314517
1 1 1505.100842 1501.521858 3.622113
1 45 1505.726073 1501.122342 4.637339
1 24 1491.563875 1486.539886 5.054804
1 23 1506.905320 1501.747243 5.188096
1 15 1503.750111 1498.092602 5.684891
1 31 1501.015119 1507.377863 6.387103
1 21 1505.645663 1499.192130 6.477551
1 22 1502.807010 1496.318309 6.512589
1 4 1497.884901 1505.071475 7.208150
1 37 1502.237778 1494.157080 8.099892
1 0 1492.617534 1500.783258 8.184719
1 49 1499.038534 1499.595828 8.499729
1 48 1495.688655 1504.170095 8.499729
1 30 1489.718023 1499.570972 9.868697
1 32 1495.368671 1505.273738 9.920732
1 2 1509.837675 1498.966269 10.885681
1 8 1516.402075 1505.438237 10.977993
1 47 1459.415680 1471.852362 12.449162
1 20 1510.418726 1497.479604 12.951118
1 33 1506.916532 1493.261851 13.666049
1 19 1485.914695 1499.661734 13.758330
1 43 1496.437092 1482.321424 14.126665
1 3 1484.890906 1500.525712 15.644735
1 25 1479.170877 1494.953057 15.792016
1 39 1477.814909 1494.240436 16.434978
1 36 1487.349056 1504.588675 17.248624
1 9 1501.319577 1483.199764 18.128381
1 34 1512.479611 1493.644405 18.843449
1 42 1455.014664 1474.269901 19.263300
1 11 1503.798425 1480.632723 23.172404
1 41 1476.607946 1501.218558 24.616921
1 6 1514.321313 1476.302990 38.022407
1 14 1509.958133 1454.802822 55.158126
1 40 1464.940193 1540.551300 75.613161
1 38 1532.987720 1452.039135 80.950503
1 18 1511.020237 1592.737099 81.718762
1 10 1458.934864 1544.977650 86.044591
1 46 1302.308411 1518.197605 215.889913
1 13 2057.032471 1622.389725 434.643103
1 29 629.913757 1941.185211 1311.271572
2 44 1500.918817 1500.459475 0.722199
2 12 1499.837395 1499.361530 0.732819
2 16 1501.210787 1501.890500 0.878969
2 5 1501.258454 1500.223665 1.175315
2 7 1495.618958 1497.046181 1.532169
2 27 1511.729753 1509.916344 1.897111
2 35 1504.065045 1501.424491 2.698722
2 17 1493.066290 1495.958347 2.945262
2 26 1501.261304 1504.342039 3.130735
2 28 1507.539827 1504.272497 3.314517
2 1 1505.100842 1501.521858 3.622113
2 45 1505.726073 1501.122342 4.637339
2 24 1491.563875 1486.539886 5.054804
2 23 1506.905320 1501.747243 5.188096
2 15 1503.750111 1498.092602 5.684891
2 31 1501.015119 1507.377863 6.387103
2 21 1505.645663 1499.192130 6.477551
2 22 1502.807010 1496.318309 6.512589
2 4 1497.884901 1505.071475 7.208150
2 37 1502.237778 1494.157080 8.099892
2 0 1492.617534 1500.783258 8.184719
2 49 1499.038534 1499.595828 8.499729
2 48 1495.688655 1504.170095 8.499729
2 30 1489.718023 1499.570972 9.868697
2 32 1495.368671 1505.273738 9.920732
2 2 1509.837675 1498.966269 10.885681
2 8 1516.402075 1505.438237 10.977993
2 47 1459.415680 1471.852362 12.449162
2 20 1510.418726 1497.479604 12.951118
2 33 1506.916532 1493.261851 13.666049
2 19 1485.914695 1499.661734 13.758330
2 43 1496.437092 1482.321424 14.126665
2 3 1484.890906 1500.525712 15.644735
2 25 1479.170877 1494.953057 15.792016
2 39 1477.814909 1494.240436 16.434978
2 36 1487.349056 1504.588675 17.248624
2 9 1501.319577 1483.199764 18.128381
2 34 1512.479611 1493.644405 18.843449
2 42 1455.014664 1474.269901 19.263300
2 11 1503.798425 1480.632723 23.172404
2 41 1476.607946 1501.218558 24.616921
2 6 1514.321313 1476.302990 38.022407
2 14 1509.958133 1454.802822 55.158126
2 40 1464.940193 1540.551300 75.613161
2 38 1532.987720 1452.039135 80.950503
2 18 1511.020237 1592.737099 81.718762
2 10 1458.934864 1544.977650 86.044591
2 46 1302.308411 1518.197605 215.889913
2 13 2057.032471 1622.389725 434.643103
2 29 629.913757 1941.185211 1311.271572
3 44 1500.918817 1500.459475 0.722199
3 12 1499.837395 1499.361530 0.732819
3 16 1501.210787 1501.890500 0.878969
3 5 1501.258454 1500.223665 1.175315
3 7 1495.618958 1497.046181 1.532169
3 27 1511.729753 1509.916344 1.897111
3 35 1504.065045 1501.424491 2.698722
3 17 1493.066290 1495.958347 2.945262
3 26 1501.261304 1504.342039 3.130735
3 28 1507.539827 1504.272497 3.314517
3 1 1505.100842 1501.521858 3.622113
3 45 1505.726073 1501.122342 4.637339
3 24 1491.563875 1486.539886 5.054804
3 23 1506.905320 1501.747243 5.188096
3 15 1503.750111 1498.092602 5.684891
